page_url,wrestler_id,wrestler,start_date,end_date,event,weight_c,round,opponent,school,result,score_details,winner_name,outcome,record,raw_details,created_at_utc
https://www.trackwrestling.com/seasons/WrestlerMatches.jsp?TIM=1762096367893&twSessionId=vnordlkrwo&wrestlerId=30517266132,30517266132,Aiden Arellano,12/07/2024,,Pueblo Central Invitaional,113,Cons. Round 1,,Pueblo Central Invitaional,bye,Bye,Aiden Arellano,W,1-0-0 W-L-T,Cons. Round 1 - Aiden Arellano (James Irwin Charter) received a bye,2025-11-02T22:48:59.659Z
https://www.trackwrestling.com/seasons/WrestlerMatches.jsp?TIM=1762096367893&twSessionId=vnordlkrwo&wrestlerId=30517266132,30517266132,Aiden Arellano,12/07/2024,,Pueblo Central Invitaional,113,Champ. Round 1,Matthew Torres,Air Academy,over,TF 17-2 1:29,Matthew Torres,L,1-1-0 W-L-T,Champ. Round 1 - Matthew Torres (Air Academy) over Aiden Arellano (James Irwin Charter) (TF 17-2 1:29),2025-11-02T22:48:59.659Z
https://www.trackwrestling.com/seasons/WrestlerMatches.jsp?TIM=1762096367893&twSessionId=vnordlkrwo&wrestlerId=30517266132,30517266132,Aiden Arellano,12/07/2024,,Pueblo Central Invitaional,113,Cons. Round 2,Jace Johnson,Calhan High School,over,TF 16-1 1:45,Jace Johnson,L,1-2-0 W-L-T,Cons. Round 2 - Jace Johnson (Calhan High School) over Aiden Arellano (James Irwin Charter) (TF 16-1 1:45),2025-11-02T22:48:59.659Z
https://www.trackwrestling.com/seasons/WrestlerMatches.jsp?TIM=1762096367893&twSessionId=vnordlkrwo&wrestlerId=30517266132,30517266132,Aiden Arellano,12/13/2024,12/14/2024,Western Slope Showdown 2024,JV113,Cons. Round 1,,Western Slope Showdown 2024,bye,Bye,Aiden Arellano,W,2-2-0 W-L-T,Cons. Round 1 - Aiden Arellano (James Irwin Charter) received a bye,2025-11-02T22:48:59.659Z
https://www.trackwrestling.com/seasons/WrestlerMatches.jsp?TIM=1762096367893&twSessionId=vnordlkrwo&wrestlerId=30517266132,30517266132,Aiden Arellano,12/13/2024,12/14/2024,Western Slope Showdown 2024,JV113,Champ. Round 1,Easton McElley,Palisade,over,Fall 0:47,Easton McElley,L,2-3-0 W-L-T,Champ. Round 1 - Easton McElley (Palisade) over Aiden Arellano (James Irwin Charter) (Fall 0:47),2025-11-02T22:48:59.659Z
https://www.trackwrestling.com/seasons/WrestlerMatches.jsp?TIM=1762096367893&twSessionId=vnordlkrwo&wrestlerId=30517266132,30517266132,Aiden Arellano,12/13/2024,12/14/2024,Western Slope Showdown 2024,JV113,Cons. Round 2,Jevan Woolery,Palisade,over,Fall 2:19,Jevan Woolery,L,2-4-0 W-L-T,Cons. Round 2 - Jevan Woolery (Palisade) over Aiden Arellano (James Irwin Charter) (Fall 2:19),2025-11-02T22:48:59.659Z
https://www.trackwrestling.com/seasons/WrestlerMatches.jsp?TIM=1762096367893&twSessionId=vnordlkrwo&wrestlerId=30517266132,30517266132,Aiden Arellano,12/20/2024,,vs. Denver North,113,,Giovanni Childs,Denver North,over,Fall 1:10,Giovanni Childs,L,2-5-0 W-L-T,Giovanni Childs (Denver North) over Aiden Arellano (James Irwin Charter) (Fall 1:10),2025-11-02T22:48:59.659Z
https://www.trackwrestling.com/seasons/WrestlerMatches.jsp?TIM=1762096367893&twSessionId=vnordlkrwo&wrestlerId=30517266132,30517266132,Aiden Arellano,12/20/2024,,vs. Valley,113,,Hunter Lucero,Valley,over,Fall 1:04,Hunter Lucero,L,2-6-0 W-L-T,Hunter Lucero (Valley) over Aiden Arellano (James Irwin Charter) (Fall 1:04),2025-11-02T22:48:59.659Z
https://www.trackwrestling.com/seasons/WrestlerMatches.jsp?TIM=1762096367893&twSessionId=vnordlkrwo&wrestlerId=30517266132,30517266132,Aiden Arellano,12/20/2024,,vs. Florence High School,113,,Godfrey Colin,Florence High School,over,Fall 0:55,Godfrey Colin,L,2-7-0 W-L-T,Godfrey Colin (Florence High School) over Aiden Arellano (James Irwin Charter) (Fall 0:55),2025-11-02T22:48:59.659Z
https://www.trackwrestling.com/seasons/WrestlerMatches.jsp?TIM=1762096367893&twSessionId=vnordlkrwo&wrestlerId=30517266132,30517266132,Aiden Arellano,12/20/2024,,vs. Aurora Central,113,,Alexis Gonzalez,Aurora Central,over,Fall 1:46,Aiden Arellano,W,3-7-0 W-L-T,Aiden Arellano (James Irwin Charter) over Alexis Gonzalez (Aurora Central) (Fall 1:46),2025-11-02T22:48:59.659Z
https://www.trackwrestling.com/seasons/WrestlerMatches.jsp?TIM=1762096367893&twSessionId=vnordlkrwo&wrestlerId=30517266132,30517266132,Aiden Arellano,12/20/2024,,vs. Fort Lupton,113,(James Irwin Charter) over Colton Sack (Fort Lupton) (TF 20,Colton Sack,Fort Lupton,over,TF 20-5 5:32,Aiden Arellano,W,4-7-0 W-L-T,Aiden Arellano (James Irwin Charter) over Colton Sack (Fort Lupton) (TF 20-5 5:32),2025-11-02T22:48:59.659Z
https://www.trackwrestling.com/seasons/WrestlerMatches.jsp?TIM=1762096367893&twSessionId=vnordlkrwo&wrestlerId=30517266132,30517266132,Aiden Arellano,12/20/2024,,vs. Rock Canyon,113,,Tanner Stark,Rock Canyon,over,Fall 0:40,Tanner Stark,L,4-8-0 W-L-T,Tanner Stark (Rock Canyon) over Aiden Arellano (James Irwin Charter) (Fall 0:40),2025-11-02T22:48:59.660Z
https://www.trackwrestling.com/seasons/WrestlerMatches.jsp?TIM=1762096367893&twSessionId=vnordlkrwo&wrestlerId=30517266132,30517266132,Aiden Arellano,12/20/2024,,vs. Niwot High School,113,,Fransisco Ibara,Niwot High School,over,Fall 5:42,Fransisco Ibara,L,4-9-0 W-L-T,Fransisco Ibara (Niwot High School) over Aiden Arellano (James Irwin Charter) (Fall 5:42),2025-11-02T22:48:59.660Z
https://www.trackwrestling.com/seasons/WrestlerMatches.jsp?TIM=1762096367893&twSessionId=vnordlkrwo&wrestlerId=30517266132,30517266132,Aiden Arellano,12/20/2024,,vs. Kiowa,113,,Unknown,Kiowa,over,Unknown,Aiden Arellano,W,5-9-0 W-L-T,Aiden Arellano (James Irwin Charter) over Unknown (For.),2025-11-02T22:48:59.660Z
https://www.trackwrestling.com/seasons/WrestlerMatches.jsp?TIM=1762096367893&twSessionId=vnordlkrwo&wrestlerId=30517266132,30517266132,Aiden Arellano,01/08/2025,,vs. Skyview,113,Varsity,Izaiah duran,Skyview,over,Fall 0:00,Izaiah duran,L,5-10-0 W-L-T,Varsity - Izaiah duran (Skyview) over Aiden Arellano (James Irwin Charter) (Fall 0:00),2025-11-02T22:48:59.660Z
https://www.trackwrestling.com/seasons/WrestlerMatches.jsp?TIM=1762096367893&twSessionId=vnordlkrwo&wrestlerId=30517266132,30517266132,Aiden Arellano,01/11/2025,,Pueblo Centennial Invitational,113,Cons. Round 1,,Pueblo Centennial Invitational,bye,Bye,Aiden Arellano,W,6-10-0 W-L-T,Cons. Round 1 - Aiden Arellano (James Irwin Charter) received a bye,2025-11-02T22:48:59.660Z
https://www.trackwrestling.com/seasons/WrestlerMatches.jsp?TIM=1762096367893&twSessionId=vnordlkrwo&wrestlerId=30517266132,30517266132,Aiden Arellano,01/11/2025,,Pueblo Centennial Invitational,113,Champ. Round 1,Liam Martin,Cedaredge,over,Fall 0:51,Liam Martin,L,6-11-0 W-L-T,Champ. Round 1 - Liam Martin (Cedaredge) over Aiden Arellano (James Irwin Charter) (Fall 0:51),2025-11-02T22:48:59.660Z
https://www.trackwrestling.com/seasons/WrestlerMatches.jsp?TIM=1762096367893&twSessionId=vnordlkrwo&wrestlerId=30517266132,30517266132,Aiden Arellano,01/11/2025,,Pueblo Centennial Invitational,113,Cons. Round 2,xavier jacquez,Pueblo Centennial Invitational,over,Fall 3:00,xavier jacquez,L,6-12-0 W-L-T,Cons. Round 2 - xavier jacquez (Sand Creek) over Aiden Arellano (James Irwin Charter) (Fall 3:00),2025-11-02T22:48:59.660Z
https://www.trackwrestling.com/seasons/WrestlerMatches.jsp?TIM=1762096367893&twSessionId=vnordlkrwo&wrestlerId=30517266132,30517266132,Aiden Arellano,01/23/2025,,vs. Las Animas,113,Varsity,Unknown,Las Animas,over,Unknown,Aiden Arellano,W,7-12-0 W-L-T,Varsity - Aiden Arellano (James Irwin Charter) over Unknown (For.),2025-11-02T22:48:59.660Z
https://www.trackwrestling.com/seasons/WrestlerMatches.jsp?TIM=1762096367893&twSessionId=vnordlkrwo&wrestlerId=30517266132,30517266132,Aiden Arellano,01/23/2025,,vs. Palmer H S,113,Varsity,Unknown,Palmer H S,over,Unknown,Aiden Arellano,W,8-12-0 W-L-T,Varsity - Aiden Arellano (James Irwin Charter) over Unknown (For.),2025-11-02T22:48:59.660Z
https://www.trackwrestling.com/seasons/WrestlerMatches.jsp?TIM=1762096367893&twSessionId=vnordlkrwo&wrestlerId=30517266132,30517266132,Aiden Arellano,01/25/2025,,40th Annual Les Mattocks Invitational,113,Varsity,,40th Annual Les Mattocks Invitational,bye,Bye,Aiden Arellano,W,9-12-0 W-L-T,Varsity - Cons. Round 1 - Aiden Arellano (James Irwin Charter) received a bye,2025-11-02T22:48:59.660Z
https://www.trackwrestling.com/seasons/WrestlerMatches.jsp?TIM=1762096367893&twSessionId=vnordlkrwo&wrestlerId=30517266132,30517266132,Aiden Arellano,01/25/2025,,40th Annual Les Mattocks Invitational,113,Varsity,Hamid Hashimi,Alameda International,over,Fall 1:42,Hamid Hashimi,L,9-13-0 W-L-T,Varsity - Champ. Round 1 - Hamid Hashimi (Alameda International) over Aiden Arellano (James Irwin Charter) (Fall 1:42),2025-11-02T22:48:59.660Z
https://www.trackwrestling.com/seasons/WrestlerMatches.jsp?TIM=1762096367893&twSessionId=vnordlkrwo&wrestlerId=30517266132,30517266132,Aiden Arellano,01/25/2025,,40th Annual Les Mattocks Invitational,113,Varsity,Alexis Gonzalez,Aurora Central,over,Fall 4:13,Alexis Gonzalez,L,9-14-0 W-L-T,Varsity - Cons. Round 2 - Alexis Gonzalez (Aurora Central) over Aiden Arellano (James Irwin Charter) (Fall 4:13),2025-11-02T22:48:59.660Z

https://www.trackwrestling.com/seasons/WrestlerMatches.jsp?TIM=1762096367893&twSessionId=vnordlkrwo&wrestlerId=29916781132,29916781132,Tobin Arthur,12/03/2024,,vs. Rock Canyon,113,Varsity,Tanner Stark,Rock Canyon,over,Fall 0:12,Tanner Stark,L,0-1-0 W-L-T,Varsity - Tanner Stark (Rock Canyon) over Tobin Arthur (Valor Christian) (Fall 0:12),2025-11-02T22:49:07.202Z
https://www.trackwrestling.com/seasons/WrestlerMatches.jsp?TIM=1762096367893&twSessionId=vnordlkrwo&wrestlerId=29916781132,29916781132,Tobin Arthur,12/11/2024,,vs. Columbine,113,Varsity,Hayden Nguyen,Columbine,over,Fall 5:57,Tobin Arthur,W,1-1-0 W-L-T,Varsity - Tobin Arthur (Valor Christian) over Hayden Nguyen (Columbine) (Fall 5:57),2025-11-02T22:49:07.202Z
https://www.trackwrestling.com/seasons/WrestlerMatches.jsp?TIM=1762096367893&twSessionId=vnordlkrwo&wrestlerId=29916781132,29916781132,Tobin Arthur,12/12/2024,,vs. Lutheran High School,113,Varsity,Unknown,Lutheran High School,over,Unknown,Tobin Arthur,W,2-1-0 W-L-T,Varsity - Tobin Arthur (Valor Christian) over Unknown (For.),2025-11-02T22:49:07.202Z
